label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
alemanha,0.5694165825843811,0.8524528741836548,0.5499765276908875,0.8197746872901917,0.524383008480072,0.8034957647323608,0.5021376609802246,0.8010339736938477,0.4842400550842285,0.8075551986694336,0.5272965431213379,0.8238039016723633,0.4933813214302063,0.8310887813568115,0.4743374288082123,0.8404339551925659,0.4599301815032959,0.849773108959198,0.5321084856987,0.8574599027633667,0.4976887106895447,0.869027316570282,0.47593191266059875,0.8778127431869507,0.45996031165122986,0.8841574192047119,0.5364217162132263,0.8886927366256714,0.50443434715271,0.904945969581604,0.4825306236743927,0.9139347076416016,0.4664243459701538,0.9192680716514587,0.539756178855896,0.9136354327201843,0.5124495625495911,0.9270600080490112,0.4947727620601654,0.9329465627670288,0.48075738549232483,0.9364923238754272
alemanha,0.5695325136184692,0.8548825979232788,0.5488468408584595,0.8251396417617798,0.5234043598175049,0.8136614561080933,0.5022141933441162,0.8157206177711487,0.48531660437583923,0.8249251246452332,0.5237240195274353,0.8292173743247986,0.4917048513889313,0.8366702795028687,0.4734620451927185,0.8454121947288513,0.4602959156036377,0.853058934211731,0.52853924036026,0.8614402413368225,0.49408429861068726,0.874372124671936,0.4734838008880615,0.8840352892875671,0.4584527313709259,0.8909707069396973,0.5342291593551636,0.8911352157592773,0.5023400783538818,0.9108543395996094,0.48131245374679565,0.9230204224586487,0.46591874957084656,0.9304988384246826,0.5397911071777344,0.9149481654167175,0.5137808918952942,0.9343142509460449,0.49710360169410706,0.9433866143226624,0.48347318172454834,0.9488653540611267
alemanha,0.42923837900161743,0.8774849772453308,0.455150842666626,0.8769930005073547,0.48183590173721313,0.8735055923461914,0.5006201863288879,0.872150719165802,0.5140394568443298,0.872190535068512,0.4822174310684204,0.8779063820838928,0.5046472549438477,0.8810630440711975,0.5172351598739624,0.8867775797843933,0.5268091559410095,0.8908166885375977,0.4784686863422394,0.8787608742713928,0.49898380041122437,0.881181538105011,0.5126462578773499,0.8849314451217651,0.523010790348053,0.8886275887489319,0.4723476469516754,0.8779579997062683,0.49246126413345337,0.8815903663635254,0.504961371421814,0.8869060277938843,0.514919638633728,0.889899492263794,0.4649362564086914,0.8754827976226807,0.4853362441062927,0.8738198280334473,0.4985603988170624,0.873561680316925,0.5100172758102417,0.8739434480667114
alemanha,0.5712977647781372,0.8633999228477478,0.5487766861915588,0.8342364430427551,0.5248215794563293,0.8299322724342346,0.5049177408218384,0.8412197828292847,0.4915319085121155,0.8572610020637512,0.52476966381073,0.8373026251792908,0.48936668038368225,0.8540663123130798,0.46976330876350403,0.864662230014801,0.45541679859161377,0.8726621270179749,0.531039834022522,0.8669521808624268,0.4931395947933197,0.8856810331344604,0.4713415205478668,0.8963627815246582,0.4560364782810211,0.9011151194572449,0.5367875099182129,0.8958338499069214,0.5032187104225159,0.9199979901313782,0.4825868010520935,0.9320639967918396,0.4677829444408417,0.9369379281997681,0.5426080822944641,0.9199636578559875,0.5152959227561951,0.9418948888778687,0.49994364380836487,0.9512010812759399,0.48731765151023865,0.9563223123550415
alemanha,0.572328507900238,0.8564616441726685,0.5498403906822205,0.8293623924255371,0.5256254076957703,0.8261330127716064,0.5056198835372925,0.8367730379104614,0.4907546639442444,0.8495498299598694,0.5266426801681519,0.8336929082870483,0.4907505214214325,0.8488688468933105,0.47120869159698486,0.8571714162826538,0.45658203959465027,0.8634112477302551,0.5325751900672913,0.8646506071090698,0.49368852376937866,0.8809623122215271,0.471027135848999,0.891481876373291,0.45507970452308655,0.8963882923126221,0.5380690693855286,0.8938968181610107,0.5028828978538513,0.9147377014160156,0.48155105113983154,0.9263575077056885,0.4664507210254669,0.9310809373855591,0.5435491800308228,0.9181140065193176,0.5153557062149048,0.937180757522583,0.49917590618133545,0.9456712603569031,0.48582878708839417,0.9502509236335754
alemanha,0.5716702342033386,0.860124409198761,0.5499276518821716,0.8287557363510132,0.5256358981132507,0.8226041793823242,0.504845380783081,0.8329967856407166,0.4907476007938385,0.8487576842308044,0.5245727896690369,0.8309186100959778,0.4889313578605652,0.8461511135101318,0.46960848569869995,0.8552149534225464,0.45505815744400024,0.8625062108039856,0.5299614071846008,0.861599862575531,0.49096256494522095,0.8782815337181091,0.4690580368041992,0.8876155018806458,0.45325329899787903,0.8924839496612549,0.5351669788360596,0.8913294672966003,0.4999610483646393,0.9116414189338684,0.47878408432006836,0.921278178691864,0.46373748779296875,0.9255816340446472,0.5409619212150574,0.9160359501838684,0.5115769505500793,0.934441328048706,0.49572262167930603,0.9421073198318481,0.48326390981674194,0.947169303894043
alemanha,0.5705738663673401,0.8632147312164307,0.5455864071846008,0.8328778147697449,0.5232120752334595,0.8298696875572205,0.5044875144958496,0.8396860957145691,0.4904199242591858,0.853389322757721,0.5217320322990417,0.8366078734397888,0.4881565272808075,0.848433256149292,0.46877890825271606,0.8585677146911621,0.4544643759727478,0.8656060695648193,0.5272303223609924,0.8670635223388672,0.4912126958370209,0.8801108002662659,0.46963831782341003,0.8892220854759216,0.45467203855514526,0.8925025463104248,0.5328379273414612,0.8957770466804504,0.5004656910896301,0.9145287275314331,0.4800070822238922,0.9238245487213135,0.4657566547393799,0.9264857172966003,0.5388206839561462,0.9189589023590088,0.5121132731437683,0.9368460774421692,0.49655866622924805,0.9421303272247314,0.4833775460720062,0.9447445869445801
alemanha,0.5684795379638672,0.8631815314292908,0.5460377931594849,0.832922101020813,0.5232892036437988,0.8275374174118042,0.5035472512245178,0.8366090655326843,0.4884971082210541,0.8492399454116821,0.5225244164466858,0.8352715969085693,0.48837482929229736,0.8509929180145264,0.46962228417396545,0.8611227869987488,0.45563310384750366,0.86857008934021,0.5276755690574646,0.8657869100570679,0.49105268716812134,0.8820403814315796,0.4698182940483093,0.8910780549049377,0.45539671182632446,0.8939798474311829,0.5330367088317871,0.8951842784881592,0.49980518221855164,0.9161726832389832,0.4799145460128784,0.9267420768737793,0.46586889028549194,0.930081844329834,0.5390434265136719,0.9198083281517029,0.5122776031494141,0.93732088804245,0.49671176075935364,0.9434857368469238,0.4834853708744049,0.9460130333900452
alemanha,0.26664695143699646,0.44582265615463257,0.28734827041625977,0.4374419152736664,0.3047221302986145,0.4098952114582062,0.3062848746776581,0.3843027949333191,0.3037252724170685,0.37034323811531067,0.2974899113178253,0.35739269852638245,0.29976731538772583,0.31288328766822815,0.30063724517822266,0.2837885618209839,0.3020985722541809,0.26247042417526245,0.2818194627761841,0.3464582562446594,0.2809084355831146,0.3583126366138458,0.27684974670410156,0.3963722288608551,0.27544984221458435,0.4216749966144562,0.2665214538574219,0.3468318283557892,0.26599031686782837,0.3608464002609253,0.2651844322681427,0.3956286609172821,0.2655010521411896,0.4195258319377899,0.25116613507270813,0.3523949980735779,0.24963226914405823,0.35970887541770935,0.2515329420566559,0.387239545583725,0.2532469630241394,0.4071964621543884
alemanha,0.2775929570198059,0.37665364146232605,0.3021868169307709,0.37065795063972473,0.32751554250717163,0.3426113426685333,0.3473881185054779,0.32559600472450256,0.3628738522529602,0.3182424008846283,0.31243371963500977,0.28241556882858276,0.3159952163696289,0.23235325515270233,0.3167472183704376,0.20195536315441132,0.3169582486152649,0.17648565769195557,0.2958983778953552,0.2745800316333771,0.29808226227760315,0.2710079550743103,0.2941944897174835,0.3121565282344818,0.29019424319267273,0.33686405420303345,0.27938002347946167,0.2763122320175171,0.283290296792984,0.2726971507072449,0.28154563903808594,0.31270304322242737,0.27954065799713135,0.33627232909202576,0.2625506520271301,0.2824903428554535,0.268673837184906,0.2764621376991272,0.2690664827823639,0.30926600098609924,0.26892372965812683,0.3294449746608734
